user_id,role,target_date,days_visible,timeline
SUB301,Teller,2026-09-21,1,"2026-09-21 09:05:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:59:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1"
SUB313,CustomerService,2026-09-22,2,"2026-09-21 09:07:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:07:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:14:49 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:17:29 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:24:59 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 10:16:08 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 11:47:26 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 13:27:38 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 14:18:19 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:07:00 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:40:53 | event=download | records=0 | download=10 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:34:13 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:56:40 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:59:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:01:05 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:16:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:28:24 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 10:49:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 12:13:59 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:05:31 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:09:48 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:24:11 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:13:13 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:35:29 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:54:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1"
SUB313,CustomerService,2026-09-23,3,"2026-09-21 09:07:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:07:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:14:49 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:17:29 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:24:59 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 10:16:08 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 11:47:26 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 13:27:38 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 14:18:19 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:07:00 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:40:53 | event=download | records=0 | download=10 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:34:13 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:56:40 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:59:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:01:05 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:16:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:28:24 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 10:49:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 12:13:59 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:05:31 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:09:48 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:24:11 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:13:13 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:35:29 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:54:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 09:17:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:45:44 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:46:35 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 12:15:33 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 13:00:40 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:35:39 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:36:37 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:40:51 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 15:41:45 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 16:56:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1"
SUB313,CustomerService,2026-09-24,4,"2026-09-21 09:07:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:07:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:14:49 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:17:29 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:24:59 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 10:16:08 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 11:47:26 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 13:27:38 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 14:18:19 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:07:00 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:40:53 | event=download | records=0 | download=10 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:34:13 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:56:40 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:59:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:01:05 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:16:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:28:24 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 10:49:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 12:13:59 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:05:31 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:09:48 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:24:11 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:13:13 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:35:29 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:54:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 09:17:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:45:44 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:46:35 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 12:15:33 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 13:00:40 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:35:39 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:36:37 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:40:51 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 15:41:45 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 16:56:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 09:05:53 | event=download | records=0 | download=7 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 09:10:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:50:39 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:54:52 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:59:12 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 12:01:39 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 12:07:34 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 14:37:56 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:01:24 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:02:55 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:12:21 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:44:18 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:43:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:56:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:57:18 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1"
SUB313,CustomerService,2026-09-25,5,"2026-09-21 09:07:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:07:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:14:49 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:17:29 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 09:24:59 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 10:16:08 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 11:47:26 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 13:27:38 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 14:18:19 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:07:00 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 15:40:53 | event=download | records=0 | download=10 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:34:13 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:56:40 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-21 16:59:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:01:05 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:16:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 09:28:24 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 10:49:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 12:13:59 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:05:31 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:09:48 | event=download | records=0 | download=6 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 14:24:11 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:13:13 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:35:29 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-22 16:54:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 09:17:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:45:44 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 10:46:35 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 12:15:33 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 13:00:40 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:35:39 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:36:37 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 14:40:51 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 15:41:45 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-23 16:56:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 09:05:53 | event=download | records=0 | download=7 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 09:10:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:50:39 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:54:52 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 10:59:12 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 12:01:39 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 12:07:34 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 14:37:56 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:01:24 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:02:55 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:12:21 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 15:44:18 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:43:13 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:56:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-24 16:57:18 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 09:00:02 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 09:17:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 10:31:40 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 10:48:19 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 11:28:07 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 14:17:01 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 14:24:07 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 14:32:39 | event=customer_access | records=2 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1
2026-09-25 16:51:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.3.222 | known_ip=1"
SUB314,CustomerService,2026-09-21,1,"2026-09-21 09:00:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 09:29:57 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:13:34 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:35:33 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:17:29 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:28:41 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:58:11 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 13:50:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:36:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:42:40 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1"
SUB314,CustomerService,2026-09-22,2,"2026-09-21 09:00:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 09:29:57 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:13:34 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:35:33 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:17:29 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:28:41 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:58:11 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 13:50:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:36:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:42:40 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:07:18 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:18:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:36:12 | event=download | records=0 | download=1 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 10:08:29 | event=download | records=0 | download=10 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 10:16:09 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 10:51:39 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 11:18:19 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 12:19:44 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 12:37:49 | event=download | records=0 | download=3 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 13:25:08 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 13:58:32 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 15:28:18 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 15:50:58 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 16:40:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 16:51:51 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1"
SUB314,CustomerService,2026-09-23,3,"2026-09-21 09:00:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 09:29:57 | event=download | records=0 | download=2 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:13:34 | event=customer_access | records=3 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 11:35:33 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:17:29 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:28:41 | event=download | records=0 | download=9 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 12:58:11 | event=customer_access | records=4 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 13:50:53 | event=customer_access | records=5 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:36:00 | event=logout | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-21 16:42:40 | event=download | records=0 | download=8 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:07:18 | event=customer_access | records=1 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:18:00 | event=login | records=0 | download=0 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
2026-09-22 09:36:12 | event=download | records=0 | download=1 | failed_login=0 | account=Regular | ip=10.3.5.157 | known_ip=1
